rank,rating_rank,num_rating_rank,author,title,pub_year,orig_lang,gr_avg_rating,gr_num_ratings,gr_num_reviews,oclc_marc_url,wiki_url,gr_url,pg_eng_url,pg_orig_url
141,302,287,Robert Louis Stevenson,The Strange Case of Dr. Jekyll and Mr. Hyde,1886,English,3.92,"128,414","2,879",https://www.worldcat.org/oclc/46473924,https://en.wikipedia.org/wiki/Strange_Case_of_Dr_Jekyll_and_Mr_Hyde,https://www.goodreads.com/book/show/51497.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde_and_Other_Tales_of_Terror?ref=nav_sb_ss_1_43,https://www.gutenberg.org/cache/epub/43/pg43.txt,NA
142,455,194,Daniel Defoe,Robinson Crusoe,1719,English,3.68,"303,303","9,554",https://www.worldcat.org/oclc/9683035,https://en.wikipedia.org/wiki/Robinson_Crusoe,https://www.goodreads.com/book/show/2932.Robinson_Crusoe?ref=nav_sb_ss_1_15,https://www.gutenberg.org/cache/epub/521/pg521.txt,NA
143,400,281,F. Scott Fitzgerald,Tender is the Night,1934,English,3.79,"135,868","6,781",https://www.worldcat.org/oclc/34513505,https://en.wikipedia.org/wiki/Tender_Is_the_Night,https://www.goodreads.com/book/show/46164.Tender_Is_the_Night?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
144,62,256,Fyodor Dostoyevsky,The Idiot,1869,Russian,4.21,"181,000","8,744",https://www.worldcat.org/oclc/46872396,https://en.wikipedia.org/wiki/The_Idiot,https://www.goodreads.com/book/show/12505.The_Idiot?ref=nav_sb_ss_1_9,https://www.gutenberg.org/cache/epub/2638/pg2638.txt,NA
145,407,167,Gary Paulsen,Hatchet,1986,English,3.78,"390,445","18,251",https://www.worldcat.org/oclc/15366056,https://en.wikipedia.org/wiki/Hatchet_(novel),https://www.goodreads.com/book/show/50.Hatchet?ref=nav_sb_ss_1_7,NA_not-pub-domain,NA
146,21,22,Khaled Hosseini,The Kite Runner,2003,English,4.34,"3,129,915","97,291",https://www.worldcat.org/oclc/51615359,https://en.wikipedia.org/wiki/The_Kite_Runner,https://www.goodreads.com/book/show/77203.The_Kite_Runner?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
147,71,111,Ken Kesey,One Flew Over the Cuckoo's Nest,1962,English,4.2,"729,801","15,847",https://www.worldcat.org/oclc/189375,https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(novel),https://www.goodreads.com/book/show/332613.One_Flew_Over_the_Cuckoo_s_Nest?ref=nav_sb_ss_1_31,NA_not-pub-domain,NA
148,401,347,Henry James,The Portrait of a Lady,1881,English,3.79,"80,269","3,806",https://www.worldcat.org/oclc/34411867,https://en.wikipedia.org/wiki/The_Portrait_of_a_Lady,https://www.goodreads.com/book/show/264.The_Portrait_of_a_Lady?ref=nav_sb_ss_1_22,https://www.gutenberg.org/cache/epub/2833/pg2833.txt ; https://www.gutenberg.org/cache/epub/2834/pg2834.txt,NA
149,125,65,S.E. Hinton,The Outsiders,1967,English,4.12,"1,324,596","46,549",https://www.worldcat.org/oclc/299855,https://en.wikipedia.org/wiki/The_Outsiders_(novel),https://www.goodreads.com/book/show/231804.The_Outsiders?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
150,195,422,Lew Wallace,Ben-Hur,1880,English,4.03,"35,964","1,381",https://www.worldcat.org/oclc/1167609,https://en.wikipedia.org/wiki/Ben-Hur:_A_Tale_of_the_Christ,https://www.goodreads.com/book/show/387749.Ben_Hur?ref=nav_sb_ss_1_7,https://www.gutenberg.org/cache/epub/2145/pg2145.txt,NA
151,361,373,Thomas Hardy,The Mayor of Casterbridge,1886,English,3.85,"62,218","3,034",https://www.worldcat.org/oclc/27216478,https://en.wikipedia.org/wiki/The_Mayor_of_Casterbridge,https://www.goodreads.com/book/show/56759.The_Mayor_of_Casterbridge?ref=nav_sb_ss_1_25,https://www.gutenberg.org/cache/epub/143/pg143.txt,NA
152,303,356,Alan Paton,"Cry, The Beloved Country",1948,English,3.92,"74,518","4,796",https://www.worldcat.org/oclc/53088744,"https://en.wikipedia.org/wiki/Cry,_the_Beloved_Country",https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
153,216,206,C.S. Lewis,The Last Battle,1956,English,4.01,"274,476","10,195",https://www.worldcat.org/oclc/28293431,https://en.wikipedia.org/wiki/The_Last_Battle,https://www.goodreads.com/book/show/84369.The_Last_Battle?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
154,352,462,Rudyard Kipling,Captains Courageous,1897,English,3.86,"21,288","1,051",https://www.worldcat.org/oclc/8567301,https://en.wikipedia.org/wiki/Captains_Courageous,https://www.goodreads.com/book/show/34057.Captains_Courageous?ref=nav_sb_ss_1_19,https://www.gutenberg.org/cache/epub/2186/pg2186.txt,NA
155,288,374,Franz Kafka,The Castle,1926,German,3.94,"62,214","3,532",https://www.worldcat.org/oclc/37187388,https://en.wikipedia.org/wiki/The_Castle_(novel),https://www.goodreads.com/book/show/333538.The_Castle?ref=nav_sb_ss_5_10,unavailable,unavailable
156,353,80,Franz Kafka,The Metamorphosis,1915,German,3.86,"1,043,646","40,290",https://www.worldcat.org/oclc/745281,https://en.wikipedia.org/wiki/The_Metamorphosis,https://www.goodreads.com/book/show/485894.The_Metamorphosis?ref=nav_sb_ss_1_17,https://www.gutenberg.org/cache/epub/5200/pg5200.txt,https://www.gutenberg.org/cache/epub/22367/pg22367.txt
157,117,394,Thomas Mann,The Magic Mountain (Der Zauberberg),1924,German,4.13,"49,080","3,552",https://www.worldcat.org/oclc/31607601,https://en.wikipedia.org/wiki/The_Magic_Mountain,https://www.goodreads.com/book/show/729376.The_Magic_Mountain?ref=nav_sb_ss_1_35,unavailable,https://www.gutenberg.org/cache/epub/65661/pg65661.txt
158,196,148,Roald Dahl,James and the Giant Peach,1961,English,4.03,"470,959","8,920",https://www.worldcat.org/oclc/225704,https://en.wikipedia.org/wiki/James_and_the_Giant_Peach,https://www.goodreads.com/book/show/6689.James_and_the_Giant_Peach?ref=nav_sb_ss_1_25,NA_not-pub-domain,NA
159,314,177,C.S. Lewis,The Horse and His Boy,1954,English,3.91,"348,512","11,973",https://www.worldcat.org/oclc/28293413,https://en.wikipedia.org/wiki/The_Horse_and_His_Boy,https://www.goodreads.com/book/show/84119.The_Horse_and_His_Boy?ref=nav_sb_ss_1_21,NA_not-pub-domain,NA
160,289,20,Dan Brown,Angels & Demons,2000,English,3.94,"3,183,837","33,786",https://www.worldcat.org/oclc/52816875,https://en.wikipedia.org/wiki/Angels_%26_Demons,https://www.goodreads.com/book/show/960.Angels_Demons?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
161,146,149,C.S. Lewis,The Voyage of the Dawn Treader,1952,English,4.09,"467,281","10,772",https://www.worldcat.org/oclc/28292617,https://en.wikipedia.org/wiki/The_Voyage_of_the_Dawn_Treader,https://www.goodreads.com/book/show/140225.The_Voyage_of_the_Dawn_Treader?ref=nav_sb_ss_1_30,NA_not-pub-domain,NA
162,179,85,Sylvia Plath,The Bell Jar,1963,English,4.05,"947,410","54,775",https://www.worldcat.org/oclc/137269,https://en.wikipedia.org/wiki/The_Bell_Jar,https://www.goodreads.com/book/show/6514.The_Bell_Jar?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
163,460,431,D.H. Lawrence,Women in Love,1920,English,3.66,"32,095","1,393",https://www.worldcat.org/oclc/13008558,https://en.wikipedia.org/wiki/Women_in_Love,https://www.goodreads.com/book/show/9784.Women_in_Love?ref=nav_sb_ss_1_13,https://www.gutenberg.org/cache/epub/4240/pg4240.txt,NA
164,204,443,Marjorie Kinnan Rawlings,The Yearling,1938,English,4.02,"28,873","1,395",https://www.worldcat.org/oclc/285927,https://en.wikipedia.org/wiki/The_Yearling,https://www.goodreads.com/book/show/159582.The_Yearling?ref=nav_sb_ss_1_12,NA_not-pub-domain,NA
165,328,388,Willa Cather,O Pioneers!,1913,English,3.89,"53,507","4,088",https://www.worldcat.org/oclc/280652,https://en.wikipedia.org/wiki/O_Pioneers!,https://www.goodreads.com/book/show/140963.O_Pioneers_?ref=nav_sb_ss_1_11,https://www.gutenberg.org/cache/epub/24/pg24.txt,NA
166,108,41,Margaret Atwood,The Handmaid's Tale,1985,English,4.14,"2,031,277","95,560",https://www.worldcat.org/oclc/12558693,https://en.wikipedia.org/wiki/The_Handmaid%27s_Tale,https://www.goodreads.com/book/show/38447.The_Handmaid_s_Tale?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
167,315,332,Wilkie Collins,The Moonstone,1868,English,3.91,"92,757","5,971",https://www.worldcat.org/oclc/6375766,https://en.wikipedia.org/wiki/The_Moonstone,https://www.goodreads.com/book/show/6138.The_Moonstone?ref=nav_sb_ss_1_13,https://www.gutenberg.org/cache/epub/155/pg155.txt,NA
168,402,460,Charles Dickens,The Old Curiosity Shop,1841,English,3.79,"21,844","1,682",https://www.worldcat.org/oclc/850398,https://en.wikipedia.org/wiki/The_Old_Curiosity_Shop,https://www.goodreads.com/book/show/429024.The_Old_Curiosity_Shop?ref=nav_sb_ss_1_22,https://www.gutenberg.org/cache/epub/700/pg700.txt,NA
169,225,398,Charles Dickens,Little Dorrit,1857,English,4,"47,690","2,099",https://www.worldcat.org/oclc/3480968,https://en.wikipedia.org/wiki/Little_Dorrit,https://www.goodreads.com/book/show/31250.Little_Dorrit?ref=nav_sb_ss_1_13,https://www.gutenberg.org/cache/epub/963/pg963.txt,NA
170,248,156,C.S. Lewis,Prince Caspian: The Return to Narnia,1951,English,3.98,"435,366","11,713",https://www.worldcat.org/oclc/28292611,https://en.wikipedia.org/wiki/Prince_Caspian,https://www.goodreads.com/book/show/140222.Prince_Caspian?ref=nav_sb_ss_1_36,NA_not-pub-domain,NA
171,413,408,Theodore Dreiser,Sister Carrie,1900,English,3.77,"40,062","1,782",https://www.worldcat.org/oclc/6917817,https://en.wikipedia.org/wiki/Sister_Carrie,https://www.goodreads.com/book/show/126609.Sister_Carrie?ref=nav_sb_ss_1_13,https://www.gutenberg.org/cache/epub/233/pg233.txt,NA
172,277,198,C.S. Lewis,The Silver Chair,1953,English,3.95,"295,811","8,580",https://www.worldcat.org/oclc/28293402,https://en.wikipedia.org/wiki/The_Silver_Chair,https://www.goodreads.com/book/show/65641.The_Silver_Chair?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
173,22,2,Suzanne Collins,The Hunger Games,2008,English,4.34,"8,603,378","216,829",https://www.worldcat.org/oclc/181516677,https://en.wikipedia.org/wiki/The_Hunger_Games_(novel),https://www.goodreads.com/book/show/2767052-the-hunger-games?from_search=true&from_srp=true&qid=XAuY5J89Xg&rank=1,NA_not-pub-domain,NA
174,466,357,F. Scott Fitzgerald,This Side of Paradise,1920,English,3.64,"73,374","4,742",https://www.worldcat.org/oclc/2340134,https://en.wikipedia.org/wiki/This_Side_of_Paradise,https://www.goodreads.com/book/show/46165.This_Side_of_Paradise?ref=nav_sb_ss_1_21,https://www.gutenberg.org/cache/epub/805/pg805.txt,NA
175,403,457,Honoré de Balzac,Eugénie Grandet,1833,French,3.79,"23,137","1,184",https://www.worldcat.org/oclc/2357372,https://en.wikipedia.org/wiki/Eug%C3%A9nie_Grandet,https://www.goodreads.com/book/show/59142.Eug_nie_Grandet?ref=nav_sb_ss_1_15,https://www.gutenberg.org/cache/epub/1715/pg1715.txt,https://www.gutenberg.org/cache/epub/11049/pg11049.txt
176,109,382,W. Somerset Maugham,Of Human Bondage,1915,English,4.14,"56,881","4,031",https://www.worldcat.org/oclc/27266193,https://en.wikipedia.org/wiki/Of_Human_Bondage,https://www.goodreads.com/book/show/31548.Of_Human_Bondage?ref=nav_sb_ss_1_16,https://www.gutenberg.org/cache/epub/351/pg351.txt,NA
177,63,497,Cao Xueqin,Dream of the Red Chamber,1791,Chinese,4.21,"2,140",235,https://www.worldcat.org/oclc/20692970,https://en.wikipedia.org/wiki/Dream_of_the_Red_Chamber,https://www.goodreads.com/book/show/139874.The_Story_of_the_Stone_or_The_Dream_of_the_Red_Chamber_Vol_1,https://www.gutenberg.org/cache/epub/9603/pg9603.txt ; https://www.gutenberg.org/cache/epub/9604/pg9604.txt,https://www.gutenberg.org/cache/epub/24264/pg24264.txt
178,290,51,Yann Martel,Life of Pi,2001,English,3.94,"1,616,734","53,171",https://www.worldcat.org/oclc/47893052,https://en.wikipedia.org/wiki/Life_of_Pi,https://www.goodreads.com/book/show/4214.Life_of_Pi?ref=nav_sb_ss_1_10,NA_not-pub-domain,NA
179,1,13,J.K. Rowling,Harry Potter and the Deathly Hallows,2007,English,4.62,"3,683,808","84,835",https://www.worldcat.org/oclc/155131850,https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows,https://www.goodreads.com/book/show/136251.Harry_Potter_and_the_Deathly_Hallows?ref=nav_sb_ss_1_36,NA_not-pub-domain,NA
180,316,248,Ralph Ellison,Invisible Man,1952,English,3.91,"186,954","8,217",https://www.worldcat.org/oclc/32176578,https://en.wikipedia.org/wiki/Invisible_Man,https://www.goodreads.com/book/show/16981.Invisible_Man?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
181,118,251,Hermann Hesse,Steppenwolf,1927,German,4.13,"184,044","8,036",https://www.worldcat.org/oclc/1374685,https://en.wikipedia.org/wiki/Steppenwolf_(novel),https://www.goodreads.com/book/show/16631.Steppenwolf?ref=nav_sb_ss_1_11,unavailable,NA
182,445,286,Johann Wolfgang von Goethe,The Sorrows of Young Werther,1774,German,3.69,"129,949","8,335",https://www.worldcat.org/oclc/55254,https://en.wikipedia.org/wiki/The_Sorrows_of_Young_Werther,https://www.goodreads.com/book/show/16640.The_Sorrows_of_Young_Werther?ref=nav_sb_ss_1_28,https://www.gutenberg.org/cache/epub/2527/pg2527.txt,https://www.gutenberg.org/cache/epub/2407/pg2407.txt ; https://www.gutenberg.org/cache/epub/2408/pg2408.txt
183,188,137,Katherine Paterson,Bridge to Terabithia,1977,English,4.04,"543,640","16,285",https://www.worldcat.org/oclc/2818232,https://en.wikipedia.org/wiki/Bridge_to_Terabithia_(novel),https://www.goodreads.com/book/show/40940121-bridge-to-terabithia?ref=nav_sb_ss_1_20,NA_not-pub-domain,NA
184,467,244,H.G. Wells,The Invisible Man,1897,English,3.64,"192,315","9,544",https://www.worldcat.org/oclc/57382298,https://en.wikipedia.org/wiki/The_Invisible_Man,https://www.goodreads.com/book/show/17184.The_Invisible_Man?ref=nav_sb_ss_1_17,https://www.gutenberg.org/cache/epub/5230/pg5230.txt,NA
185,226,73,Louis Sachar,Holes,1998,English,4,"1,190,912","26,384",https://www.worldcat.org/oclc/38002572,https://en.wikipedia.org/wiki/Holes_(novel),https://www.goodreads.com/book/show/38709.Holes?ref=nav_sb_ss_1_5,NA_not-pub-domain,NA
186,165,105,Hermann Hesse,Siddhartha,1922,German,4.07,"766,357","26,790",https://www.worldcat.org/oclc/8462631,https://en.wikipedia.org/wiki/Siddhartha_(novel),https://www.goodreads.com/book/show/52036.Siddhartha?ref=nav_sb_ss_1_10,https://www.gutenberg.org/cache/epub/2500/pg2500.txt,https://www.gutenberg.org/cache/epub/2499/pg2499.txt
187,36,150,Betty Smith,A Tree Grows in Brooklyn,1943,English,4.29,"463,200","26,886",https://www.worldcat.org/oclc/287789,https://en.wikipedia.org/wiki/A_Tree_Grows_in_Brooklyn_(novel),https://www.goodreads.com/book/show/14891.A_Tree_Grows_in_Brooklyn?ref=nav_sb_ss_1_24,NA_not-pub-domain,NA
188,205,282,Lewis Carroll,"Through the Looking-Glass, and What Alice Found There",1872,English,4.02,"134,965","4,570",https://www.worldcat.org/oclc/26132443,https://en.wikipedia.org/wiki/Through_the_Looking-Glass,https://www.goodreads.com/book/show/83346.Through_the_Looking_Glass_and_What_Alice_Found_There?ref=nav_sb_ss_1_53,https://www.gutenberg.org/cache/epub/12/pg12.txt,NA
189,147,123,Truman Capote,In Cold Blood,1966,English,4.09,"655,404","23,534",https://www.worldcat.org/oclc/264953,https://en.wikipedia.org/wiki/In_Cold_Blood,https://www.goodreads.com/book/show/168642.In_Cold_Blood?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
190,39,215,Isabel Allende,The House of the Spirits,1982,Spanish,4.28,"266,062","14,720",https://www.worldcat.org/oclc/11518825,https://en.wikipedia.org/wiki/The_House_of_the_Spirits,https://www.goodreads.com/book/show/9328.The_House_of_the_Spirits?ref=nav_sb_ss_1_24,NA_not-pub-domain,unavailable
191,387,450,George Eliot,Adam Bede,1859,English,3.81,"25,288","1,241",https://www.worldcat.org/oclc/24503293,https://en.wikipedia.org/wiki/Adam_Bede,https://www.goodreads.com/book/show/20563.Adam_Bede?ref=nav_sb_ss_1_9,https://www.gutenberg.org/cache/epub/507/pg507.txt,NA
192,362,472,Alessandro Manzoni,The Betrothed,1827,Italian,3.85,"14,973",966,https://www.worldcat.org/oclc/696681,https://en.wikipedia.org/wiki/The_Betrothed_(Manzoni_novel),https://www.goodreads.com/book/show/566328.The_Betrothed?ref=nav_sb_ss_3_13,https://www.gutenberg.org/cache/epub/35155/pg35155.txt,https://www.gutenberg.org/cache/epub/45334/pg45334.txt
193,18,31,Markus Zusak,The Book Thief,2006,English,4.39,"2,538,966","143,813",https://www.worldcat.org/oclc/59098938,https://en.wikipedia.org/wiki/The_Book_Thief,https://www.goodreads.com/book/show/19063.The_Book_Thief?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
194,249,180,Zora Neale Hurston,Their Eyes Were Watching God,1937,English,3.98,"344,692","20,411",https://www.worldcat.org/oclc/21001992,https://en.wikipedia.org/wiki/Their_Eyes_Were_Watching_God,https://www.goodreads.com/book/show/37415.Their_Eyes_Were_Watching_God?ref=nav_sb_ss_1_28,NA_not-pub-domain,NA
195,250,301,Aleksandr Isaevich Solzhenitsyn,One Day in the Life of Ivan Denisovich,1962,Russian,3.98,"113,811","6,023",https://www.worldcat.org/oclc/34547835,https://en.wikipedia.org/wiki/One_Day_in_the_Life_of_Ivan_Denisovich,https://www.goodreads.com/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich?ref=nav_sb_ss_1_38,NA_not-pub-domain,NA
196,180,435,Jack London,The Sea Wolf,1904,English,4.05,"30,339","1,869",https://www.worldcat.org/oclc/25237251,https://en.wikipedia.org/wiki/The_Sea-Wolf,https://www.goodreads.com/book/show/43049.The_Sea_Wolf?ref=nav_sb_ss_1_12,https://www.gutenberg.org/cache/epub/1074/pg1074.txt,NA
197,26,15,Suzanne Collins,Catching Fire,2009,English,4.33,"3,545,636","123,566",https://www.worldcat.org/oclc/288932790,https://en.wikipedia.org/wiki/Catching_Fire,https://www.goodreads.com/book/show/6148028-catching-fire?ref=nav_sb_ss_1_13,NA_not-pub-domain,NA
198,329,295,Mildred D. Taylor,"Roll of Thunder, Hear My Cry",1976,English,3.89,"124,507","6,179",https://www.worldcat.org/oclc/2283725,"https://en.wikipedia.org/wiki/Roll_of_Thunder,_Hear_My_Cry",https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry?ref=nav_sb_ss_1_28,NA_not-pub-domain,NA
199,266,419,Willa Cather,Death Comes for the Archbishop,1927,English,3.96,"37,301","3,791",https://www.worldcat.org/oclc/346243,https://en.wikipedia.org/wiki/Death_Comes_for_the_Archbishop,https://www.goodreads.com/book/show/545951.Death_Comes_for_the_Archbishop?ref=nav_sb_ss_1_30,https://www.gutenberg.org/cache/epub/69730/pg69730.txt,NA
200,256,323,Edith Wharton,The House of Mirth,1905,English,3.97,"97,419","6,349",https://www.worldcat.org/oclc/36032038,https://en.wikipedia.org/wiki/The_House_of_Mirth,https://www.goodreads.com/book/show/17728.The_House_of_Mirth?ref=nav_sb_ss_1_18,https://www.gutenberg.org/cache/epub/284/pg284.txt,NA
201,291,375,William Faulkner,Light in August,1932,English,3.94,"61,696","3,218",https://www.worldcat.org/oclc/21525352,https://en.wikipedia.org/wiki/Light_in_August,https://www.goodreads.com/book/show/10979.Light_in_August?from_search=true&from_srp=true&qid=e1cnXUzA2Y&rank=1,NA_not-pub-domain,NA
202,363,439,Charles Dickens,The Pickwick Papers,1837,English,3.85,"29,651","2,287",https://www.worldcat.org/oclc/646553,https://en.wikipedia.org/wiki/The_Pickwick_Papers,https://www.goodreads.com/book/show/229432.The_Pickwick_Papers?from_search=true&from_srp=true&qid=YnFXeRLGLf&rank=1,https://www.gutenberg.org/cache/epub/580/pg580.txt,NA
203,37,495,Marcel Proust,Remembrance of Things Past,1913,French,4.29,"3,395",317,https://www.worldcat.org/oclc/6915779,https://en.wikipedia.org/wiki/In_Search_of_Lost_Time,https://www.goodreads.com/book/show/190576.Remembrance_of_Things_Past?ref=nav_sb_ss_1_26,https://www.gutenberg.org/cache/epub/7178/pg7178.txt,https://www.gutenberg.org/cache/epub/2650/pg2650.txt
204,72,499,Anthony Trollope,Barchester Towers and the Warden,1857,English,4.2,83,10,https://www.worldcat.org/oclc/24503354,https://en.wikipedia.org/wiki/Barchester_Towers,https://www.goodreads.com/book/show/198186.Barchester_Towers_and_The_Warden?ref=nav_sb_ss_1_32,https://www.gutenberg.org/cache/epub/3409/pg3409.txt,NA
205,404,424,Thornton Wilder,The Bridge of San Luis Rey,1927,English,3.79,"34,917","2,682",https://www.worldcat.org/oclc/13269815,https://en.wikipedia.org/wiki/The_Bridge_of_San_Luis_Rey,https://www.goodreads.com/book/show/92508.The_Bridge_of_San_Luis_Rey?ref=nav_sb_ss_1_26,https://gutenberg.org/cache/epub/69768/pg69768.txt,NA
206,10,30,Kathryn Stockett,The Help,2009,English,4.47,"2,749,154","90,220",https://www.worldcat.org/oclc/233548220,https://en.wikipedia.org/wiki/The_Help,https://www.goodreads.com/book/show/4667024-the-help?ref=nav_sb_ss_1_8,NA_not-pub-domain,NA
207,73,127,Agatha Christie,Murder on the Orient Express,1934,English,4.2,"616,572","39,944",https://www.worldcat.org/oclc/9342768,https://en.wikipedia.org/wiki/Murder_on_the_Orient_Express,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express?ref=nav_sb_ss_1_28,NA_not-pub-domain,NA
208,364,36,Alice Sebold,The Lovely Bones,2002,English,3.85,"2,345,653","46,272",https://www.worldcat.org/oclc/48495099,https://en.wikipedia.org/wiki/The_Lovely_Bones,https://www.goodreads.com/book/show/12232938-the-lovely-bones?ref=nav_sb_ss_1_16,NA_not-pub-domain,NA
209,469,380,John Grisham,The Appeal,2008,English,3.63,"57,644","4,711",https://www.worldcat.org/oclc/180190918,https://en.wikipedia.org/wiki/The_Appeal,https://www.goodreads.com/book/show/1248179.The_Appeal?ref=nav_sb_ss_2_10,NA_not-pub-domain,NA
210,267,471,Charles Dickens,Dombey And Son,1848,English,3.96,"15,748","1,009",https://www.worldcat.org/oclc/1430689,https://en.wikipedia.org/wiki/Dombey_and_Son,https://www.goodreads.com/book/show/50827.Dombey_and_Son?ref=nav_sb_ss_1_14,https://www.gutenberg.org/cache/epub/821/pg821.txt,NA
211,137,62,Kurt Vonnegut,Slaughterhouse-Five,1969,English,4.1,"1,364,525","39,355",https://www.worldcat.org/oclc/4276,https://en.wikipedia.org/wiki/Slaughterhouse-Five,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
212,268,421,Theodore Dreiser,An American Tragedy,1925,English,3.96,"36,726","1,631",https://www.worldcat.org/oclc/50477177,https://en.wikipedia.org/wiki/An_American_Tragedy,https://www.goodreads.com/book/show/331319.An_American_Tragedy?ref=nav_sb_ss_2_19,unavailable,NA
213,130,222,Toni Morrison,The Bluest Eye,1970,English,4.11,"250,073","16,845",https://www.worldcat.org/oclc/30110136,https://en.wikipedia.org/wiki/The_Bluest_Eye,https://www.goodreads.com/book/show/11337.The_Bluest_Eye?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
214,74,213,Laura Ingalls Wilder,Little House In the Big Woods,1932,English,4.2,"268,115","7,826",https://www.worldcat.org/oclc/469503,https://en.wikipedia.org/wiki/Little_House_in_the_Big_Woods,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods?ref=nav_sb_ss_1_29,NA_not-pub-domain,NA
215,102,237,Astrid Lindgren,Pippi Longstocking,1945,Swedish,4.15,"199,322","5,183",https://www.worldcat.org/oclc/244277,https://en.wikipedia.org/wiki/Pippi_Longstocking_(novel),https://www.goodreads.com/book/show/19302.Pippi_Longstocking?ref=nav_sb_ss_1_18,NA_not-pub-domain,NA
216,82,417,Émile Zola,Germinal,1885,French,4.18,"37,549","2,112",https://www.worldcat.org/oclc/53389035,https://en.wikipedia.org/wiki/Germinal_(novel),https://www.goodreads.com/book/show/28407.Germinal?ref=nav_sb_ss_1_8,https://www.gutenberg.org/cache/epub/56528/pg56528.txt,https://www.gutenberg.org/cache/epub/5711/pg5711.txt
217,238,306,Carson McCullers,The Heart Is a Lonely Hunter,1940,English,3.99,"109,727","8,145",https://www.worldcat.org/oclc/44887759,https://en.wikipedia.org/wiki/The_Heart_Is_a_Lonely_Hunter,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter?ref=nav_sb_ss_1_28,NA_not-pub-domain,NA
218,217,270,Wilkie Collins,The Woman In White,1860,English,4.01,"153,824","9,855",https://www.worldcat.org/oclc/24216333,https://en.wikipedia.org/wiki/The_Woman_in_White_(novel),https://www.goodreads.com/book/show/5890.The_Woman_in_White?ref=nav_sb_ss_1_18,https://www.gutenberg.org/cache/epub/583/pg583.txt,NA
219,251,402,William Faulkner,"Absalom, Absalom!",1936,English,3.98,"44,370","2,797",https://www.worldcat.org/oclc/21562012,"https://en.wikipedia.org/wiki/Absalom,_Absalom!",https://www.goodreads.com/book/show/373755.Absalom_Absalom_?ref=nav_sb_ss_1_17,NA_not-pub-domain,NA
220,423,331,John Grisham,A Painted House,2001,English,3.75,"93,602","4,927",https://www.worldcat.org/oclc/49559833,https://en.wikipedia.org/wiki/A_Painted_House,https://www.goodreads.com/book/show/5360.A_Painted_House?ref=nav_sb_ss_1_15,NA_not-pub-domain,NA
221,85,21,Stieg Larsson,The Girl With the Dragon Tattoo,2005,Swedish,4.17,"3,168,810","77,358",https://www.worldcat.org/oclc/226304725,https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo?ref=nav_sb_ss_1_31,NA_not-pub-domain,NA
222,321,253,E.M. Forster,A Room With a View,1908,English,3.9,"183,027","8,578",https://www.worldcat.org/oclc/43287780,https://en.wikipedia.org/wiki/A_Room_with_a_View,https://www.goodreads.com/book/show/3087.A_Room_with_a_View?ref=nav_sb_ss_1_18,https://www.gutenberg.org/cache/epub/2641/pg2641.txt,NA
223,159,147,Richard Adams,Watership Down,1972,English,4.08,"479,467","17,361",https://www.worldcat.org/oclc/730688,https://en.wikipedia.org/wiki/Watership_Down,https://www.goodreads.com/book/show/76620.Watership_Down?ref=nav_sb_ss_1_14,NA_not-pub-domain,NA
224,103,42,Arthur Golden,Memoirs of a Geisha,1997,English,4.15,"1,994,289","35,826",https://www.worldcat.org/oclc/37689141,https://en.wikipedia.org/wiki/Memoirs_of_a_Geisha,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha?ref=nav_sb_ss_1_19,NA_not-pub-domain,NA
225,148,440,Charles Dickens,Our Mutual Friend,1865,English,4.09,"29,420","1,882",https://www.worldcat.org/oclc/38867003,https://en.wikipedia.org/wiki/Our_Mutual_Friend,https://www.goodreads.com/book/show/31244.Our_Mutual_Friend?ref=nav_sb_ss_1_17,https://www.gutenberg.org/cache/epub/883/pg883.txt,NA
