ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,TentCampers,RVCampers,Backcountry
Acadia NP,ACAD,National Park,Northeast ,ME,2006,1,13494,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2006,2,12924,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2006,3,21695,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2006,4,59034,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2006,5,120889,7500,4005,882,90
Acadia NP,ACAD,National Park,Northeast ,ME,2006,6,244333,7500,11661,2865,221
Acadia NP,ACAD,National Park,Northeast ,ME,2006,7,476631,7500,28701,5049,343
Acadia NP,ACAD,National Park,Northeast ,ME,2006,8,506833,7500,33684,5931,392
Acadia NP,ACAD,National Park,Northeast ,ME,2006,9,330649,7500,13476,5277,204
Acadia NP,ACAD,National Park,Northeast ,ME,2006,10,249850,6000,4725,2295,56
Acadia NP,ACAD,National Park,Northeast ,ME,2006,11,33903,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2006,12,13353,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2007,1,12415,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2007,2,11068,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2007,3,19220,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2007,4,61775,600,171,87,0
Acadia NP,ACAD,National Park,Northeast ,ME,2007,5,132152,7500,5445,1008,59
Acadia NP,ACAD,National Park,Northeast ,ME,2007,6,273765,7500,11919,2691,198
Acadia NP,ACAD,National Park,Northeast ,ME,2007,7,461894,7500,27162,5478,284
Acadia NP,ACAD,National Park,Northeast ,ME,2007,8,544892,7500,35421,5979,358
Acadia NP,ACAD,National Park,Northeast ,ME,2007,9,371217,7500,13368,5715,166
Acadia NP,ACAD,National Park,Northeast ,ME,2007,10,263311,6000,5100,2322,26
Acadia NP,ACAD,National Park,Northeast ,ME,2007,11,41449,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2007,12,9070,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2008,1,10744,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2008,2,11131,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2008,3,17489,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2008,4,53798,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2008,5,125679,7500,5328,927,53
Acadia NP,ACAD,National Park,Northeast ,ME,2008,6,263542,7500,13242,3138,171
Acadia NP,ACAD,National Park,Northeast ,ME,2008,7,470295,7500,30990,4668,389
Acadia NP,ACAD,National Park,Northeast ,ME,2008,8,514443,7500,34911,6051,369
Acadia NP,ACAD,National Park,Northeast ,ME,2008,9,319582,7500,11214,4680,125
Acadia NP,ACAD,National Park,Northeast ,ME,2008,10,246533,6000,5343,1734,122
Acadia NP,ACAD,National Park,Northeast ,ME,2008,11,32759,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2008,12,9862,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2009,1,9366,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2009,2,9751,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2009,3,19258,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2009,4,59277,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2009,5,129885,7500,5958,1104,52
Acadia NP,ACAD,National Park,Northeast ,ME,2009,6,244780,7500,12210,3111,128
Acadia NP,ACAD,National Park,Northeast ,ME,2009,7,457622,7500,28551,5376,346
Acadia NP,ACAD,National Park,Northeast ,ME,2009,8,586446,7500,36180,5664,299
Acadia NP,ACAD,National Park,Northeast ,ME,2009,9,399789,7500,17079,5637,212
Acadia NP,ACAD,National Park,Northeast ,ME,2009,10,258007,6000,5064,1863,0
Acadia NP,ACAD,National Park,Northeast ,ME,2009,11,44042,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2009,12,9475,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2010,1,10510,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2010,2,13398,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2010,3,26080,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2010,4,57992,600,537,162,0
Acadia NP,ACAD,National Park,Northeast ,ME,2010,5,169898,7500,7743,2064,72
Acadia NP,ACAD,National Park,Northeast ,ME,2010,6,286635,7500,15909,3357,153
Acadia NP,ACAD,National Park,Northeast ,ME,2010,7,545382,7500,35916,7500,335
Acadia NP,ACAD,National Park,Northeast ,ME,2010,8,627918,7500,37995,7248,313
Acadia NP,ACAD,National Park,Northeast ,ME,2010,9,431001,7500,17229,6108,0
Acadia NP,ACAD,National Park,Northeast ,ME,2010,10,289114,6000,5958,2382,101
Acadia NP,ACAD,National Park,Northeast ,ME,2010,11,36736,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2010,12,9544,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2011,1,10428,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2011,2,9533,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2011,3,19510,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2011,4,58307,600,411,63,0
Acadia NP,ACAD,National Park,Northeast ,ME,2011,5,132720,7500,6489,1572,90
Acadia NP,ACAD,National Park,Northeast ,ME,2011,6,297222,7500,15534,4134,166
Acadia NP,ACAD,National Park,Northeast ,ME,2011,7,559892,7500,36453,7119,389
Acadia NP,ACAD,National Park,Northeast ,ME,2011,8,583153,7500,34884,6195,240
Acadia NP,ACAD,National Park,Northeast ,ME,2011,9,387868,7500,17832,6075,167
Acadia NP,ACAD,National Park,Northeast ,ME,2011,10,270477,6000,6276,2361,105
Acadia NP,ACAD,National Park,Northeast ,ME,2011,11,34192,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2011,12,11343,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2012,1,11930,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2012,2,12388,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2012,3,22684,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2012,4,59471,600,1338,174,0
Acadia NP,ACAD,National Park,Northeast ,ME,2012,5,157406,7500,7800,1467,29
Acadia NP,ACAD,National Park,Northeast ,ME,2012,6,309198,7500,17220,3888,205
Acadia NP,ACAD,National Park,Northeast ,ME,2012,7,539234,7500,36156,6540,300
Acadia NP,ACAD,National Park,Northeast ,ME,2012,8,574307,7500,37554,7200,392
Acadia NP,ACAD,National Park,Northeast ,ME,2012,9,391810,7500,17832,6291,334
Acadia NP,ACAD,National Park,Northeast ,ME,2012,10,302932,6000,6387,1134,56
Acadia NP,ACAD,National Park,Northeast ,ME,2012,11,38385,600,195,66,0
Acadia NP,ACAD,National Park,Northeast ,ME,2012,12,11307,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2013,1,11249,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2013,2,9869,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2013,3,20631,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2013,4,47090,600,1203,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2013,5,133653,7500,5985,1230,45
Acadia NP,ACAD,National Park,Northeast ,ME,2013,6,315791,7500,17415,4482,226
Acadia NP,ACAD,National Park,Northeast ,ME,2013,7,555308,7500,34113,7569,368
Acadia NP,ACAD,National Park,Northeast ,ME,2013,8,617306,7500,37020,7980,343
Acadia NP,ACAD,National Park,Northeast ,ME,2013,9,400400,7500,17322,7107,184
Acadia NP,ACAD,National Park,Northeast ,ME,2013,10,94904,6000,1212,528,0
Acadia NP,ACAD,National Park,Northeast ,ME,2013,11,41181,600,423,129,0
Acadia NP,ACAD,National Park,Northeast ,ME,2013,12,7540,600,60,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2014,1,10459,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2014,2,10258,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2014,3,17502,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2014,4,57211,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2014,5,153013,7500,8133,1671,46
Acadia NP,ACAD,National Park,Northeast ,ME,2014,6,338845,7500,19848,4761,285
Acadia NP,ACAD,National Park,Northeast ,ME,2014,7,561073,7500,35091,8349,341
Acadia NP,ACAD,National Park,Northeast ,ME,2014,8,638152,7500,36438,8394,285
Acadia NP,ACAD,National Park,Northeast ,ME,2014,9,418173,7500,19992,7620,223
Acadia NP,ACAD,National Park,Northeast ,ME,2014,10,313920,6000,6972,2574,50
Acadia NP,ACAD,National Park,Northeast ,ME,2014,11,31013,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2014,12,13510,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,1,12578,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,2,10626,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,3,18062,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,4,63214,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,5,187205,7500,10248,1737,44
Acadia NP,ACAD,National Park,Northeast ,ME,2015,6,359661,7500,20187,4776,222
Acadia NP,ACAD,National Park,Northeast ,ME,2015,7,606597,7500,36642,7992,310
Acadia NP,ACAD,National Park,Northeast ,ME,2015,8,666767,7500,36042,7902,332
Acadia NP,ACAD,National Park,Northeast ,ME,2015,9,479320,7500,23814,7206,241
Acadia NP,ACAD,National Park,Northeast ,ME,2015,10,344362,6000,8067,2481,84
Acadia NP,ACAD,National Park,Northeast ,ME,2015,11,48912,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2015,12,13880,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,1,17204,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,2,16530,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,3,28121,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,4,94199,600,885,168,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,5,217147,7500,10521,1854,38
Acadia NP,ACAD,National Park,Northeast ,ME,2016,6,445410,7500,25488,7938,303
Acadia NP,ACAD,National Park,Northeast ,ME,2016,7,696854,7500,39942,11757,353
Acadia NP,ACAD,National Park,Northeast ,ME,2016,8,735945,7500,40557,11649,381
Acadia NP,ACAD,National Park,Northeast ,ME,2016,9,570434,7500,23148,10044,249
Acadia NP,ACAD,National Park,Northeast ,ME,2016,10,412416,6000,12270,3219,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,11,55022,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2016,12,14111,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,1,15520,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,2,14342,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,3,20936,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,4,85267,600,594,195,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,5,222978,7500,10827,3213,298
Acadia NP,ACAD,National Park,Northeast ,ME,2017,6,476191,7500,24372,9360,298
Acadia NP,ACAD,National Park,Northeast ,ME,2017,7,743529,7500,39429,12642,325
Acadia NP,ACAD,National Park,Northeast ,ME,2017,8,762436,7500,39864,11874,336
Acadia NP,ACAD,National Park,Northeast ,ME,2017,9,595388,7500,27054,13554,253
Acadia NP,ACAD,National Park,Northeast ,ME,2017,10,507594,6000,10446,4974,87
Acadia NP,ACAD,National Park,Northeast ,ME,2017,11,53006,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2017,12,12084,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,1,11974,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,2,12167,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,3,23756,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,4,72858,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,5,249050,7500,11325,3912,126
Acadia NP,ACAD,National Park,Northeast ,ME,2018,6,499163,7500,25626,10479,323
Acadia NP,ACAD,National Park,Northeast ,ME,2018,7,759165,7500,37218,12723,345
Acadia NP,ACAD,National Park,Northeast ,ME,2018,8,767219,7500,37923,12579,345
Acadia NP,ACAD,National Park,Northeast ,ME,2018,9,600397,7500,25128,14097,271
Acadia NP,ACAD,National Park,Northeast ,ME,2018,10,488204,6000,7524,4425,62
Acadia NP,ACAD,National Park,Northeast ,ME,2018,11,40930,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2018,12,12692,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,1,8532,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,2,9154,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,3,20161,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,4,68046,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,5,226156,7500,10416,3327,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,6,490720,7500,23721,10383,263
Acadia NP,ACAD,National Park,Northeast ,ME,2019,7,756439,7500,36135,11853,357
Acadia NP,ACAD,National Park,Northeast ,ME,2019,8,759735,7500,39093,11637,396
Acadia NP,ACAD,National Park,Northeast ,ME,2019,9,603273,7500,22425,15174,185
Acadia NP,ACAD,National Park,Northeast ,ME,2019,10,436194,6000,9195,5322,83
Acadia NP,ACAD,National Park,Northeast ,ME,2019,11,46011,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2019,12,12865,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,1,12640,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,2,13459,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,3,28539,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,4,55713,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,5,103120,7500,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,6,201156,7500,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,7,493971,7500,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,8,681746,7500,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,9,500320,7500,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,10,480859,6000,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,11,76251,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2020,12,21260,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,1,20268,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,2,16123,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,3,38060,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,4,110096,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,5,324654,7500,7992,2460,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,6,661919,7500,16794,7186,161
Acadia NP,ACAD,National Park,Northeast ,ME,2021,7,782146,7500,27930,9880,390
Acadia NP,ACAD,National Park,Northeast ,ME,2021,8,795437,7500,28405,8986,534
Acadia NP,ACAD,National Park,Northeast ,ME,2021,9,667301,7500,19035,8854,386
Acadia NP,ACAD,National Park,Northeast ,ME,2021,10,557624,6000,7602,3306,141
Acadia NP,ACAD,National Park,Northeast ,ME,2021,11,81089,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2021,12,14381,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,1,10411,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,2,13045,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,3,22476,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,4,105126,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,5,327466,7500,11425,3335,83
Acadia NP,ACAD,National Park,Northeast ,ME,2022,6,603023,7500,26065,10517,304
Acadia NP,ACAD,National Park,Northeast ,ME,2022,7,791358,7500,34279,12171,426
Acadia NP,ACAD,National Park,Northeast ,ME,2022,8,785236,7500,33971,10550,299
Acadia NP,ACAD,National Park,Northeast ,ME,2022,9,697292,7500,22110,9655,261
Acadia NP,ACAD,National Park,Northeast ,ME,2022,10,521646,6000,8333,3419,99
Acadia NP,ACAD,National Park,Northeast ,ME,2022,11,70675,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2022,12,22506,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,1,15217,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,2,15281,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,3,30822,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,4,102928,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,5,340425,7500,10049,3669,68
Acadia NP,ACAD,National Park,Northeast ,ME,2023,6,566535,7500,23409,10058,233
Acadia NP,ACAD,National Park,Northeast ,ME,2023,7,767956,7500,30431,12119,408
Acadia NP,ACAD,National Park,Northeast ,ME,2023,8,774296,7500,30048,10576,417
Acadia NP,ACAD,National Park,Northeast ,ME,2023,9,643506,7500,19211,9458,324
Acadia NP,ACAD,National Park,Northeast ,ME,2023,10,541067,6000,7467,3194,120
Acadia NP,ACAD,National Park,Northeast ,ME,2023,11,66987,600,0,0,0
Acadia NP,ACAD,National Park,Northeast ,ME,2023,12,14870,600,0,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,1979,1,2970,0,35,47,5
Arches NP,ARCH,National Park,Intermountain ,UT,1979,2,3135,0,108,120,29
Arches NP,ARCH,National Park,Intermountain ,UT,1979,3,14659,0,1143,1115,254
Arches NP,ARCH,National Park,Intermountain ,UT,1979,4,31818,0,2152,2342,401
Arches NP,ARCH,National Park,Intermountain ,UT,1979,5,39266,0,2380,3112,927
Arches NP,ARCH,National Park,Intermountain ,UT,1979,6,43503,0,2577,2390,179
Arches NP,ARCH,National Park,Intermountain ,UT,1979,7,36524,0,2843,2073,46
Arches NP,ARCH,National Park,Intermountain ,UT,1979,8,43309,0,3351,2021,102
Arches NP,ARCH,National Park,Intermountain ,UT,1979,9,30813,0,2291,2201,141
Arches NP,ARCH,National Park,Intermountain ,UT,1979,10,15273,0,1154,1626,164
Arches NP,ARCH,National Park,Intermountain ,UT,1979,11,5492,0,587,448,57
Arches NP,ARCH,National Park,Intermountain ,UT,1979,12,3078,0,151,110,27
Arches NP,ARCH,National Park,Intermountain ,UT,1980,1,3599,0,132,85,13
Arches NP,ARCH,National Park,Intermountain ,UT,1980,2,4687,0,176,164,10
Arches NP,ARCH,National Park,Intermountain ,UT,1980,3,15915,0,1575,673,284
Arches NP,ARCH,National Park,Intermountain ,UT,1980,4,27050,0,2220,1823,301
Arches NP,ARCH,National Park,Intermountain ,UT,1980,5,39099,0,2818,2241,658
Arches NP,ARCH,National Park,Intermountain ,UT,1980,6,47171,0,2853,1918,138
Arches NP,ARCH,National Park,Intermountain ,UT,1980,7,43685,0,2798,2054,48
Arches NP,ARCH,National Park,Intermountain ,UT,1980,8,47837,0,3570,2188,78
Arches NP,ARCH,National Park,Intermountain ,UT,1980,9,31387,0,2343,2392,146
Arches NP,ARCH,National Park,Intermountain ,UT,1980,10,16983,0,1151,1451,100
Arches NP,ARCH,National Park,Intermountain ,UT,1980,11,7481,0,625,534,67
Arches NP,ARCH,National Park,Intermountain ,UT,1980,12,5625,0,329,332,43
Arches NP,ARCH,National Park,Intermountain ,UT,1981,1,7144,0,391,276,32
Arches NP,ARCH,National Park,Intermountain ,UT,1981,2,6275,0,349,196,51
Arches NP,ARCH,National Park,Intermountain ,UT,1981,3,17024,0,2081,973,264
Arches NP,ARCH,National Park,Intermountain ,UT,1981,4,30543,0,2515,2067,550
Arches NP,ARCH,National Park,Intermountain ,UT,1981,5,41614,0,3304,1773,639
Arches NP,ARCH,National Park,Intermountain ,UT,1981,6,51670,0,3661,1730,153
Arches NP,ARCH,National Park,Intermountain ,UT,1981,7,48711,0,3591,1463,125
Arches NP,ARCH,National Park,Intermountain ,UT,1981,8,52953,0,4165,1604,110
Arches NP,ARCH,National Park,Intermountain ,UT,1981,9,35795,0,2946,1803,147
Arches NP,ARCH,National Park,Intermountain ,UT,1981,10,20656,0,1345,1373,73
Arches NP,ARCH,National Park,Intermountain ,UT,1981,11,10157,0,430,636,57
Arches NP,ARCH,National Park,Intermountain ,UT,1981,12,3966,0,173,316,35
Arches NP,ARCH,National Park,Intermountain ,UT,1982,1,5531,0,209,180,24
Arches NP,ARCH,National Park,Intermountain ,UT,1982,2,6897,0,109,83,30
Arches NP,ARCH,National Park,Intermountain ,UT,1982,3,19703,0,2241,889,227
Arches NP,ARCH,National Park,Intermountain ,UT,1982,4,29711,0,2536,2051,643
Arches NP,ARCH,National Park,Intermountain ,UT,1982,5,43011,0,3280,1897,849
Arches NP,ARCH,National Park,Intermountain ,UT,1982,6,55267,0,2904,2482,287
Arches NP,ARCH,National Park,Intermountain ,UT,1982,7,53035,0,3243,1881,60
Arches NP,ARCH,National Park,Intermountain ,UT,1982,8,52025,0,3445,1984,62
Arches NP,ARCH,National Park,Intermountain ,UT,1982,9,36934,0,2494,2158,139
Arches NP,ARCH,National Park,Intermountain ,UT,1982,10,18992,0,354,344,155
Arches NP,ARCH,National Park,Intermountain ,UT,1982,11,10845,0,734,288,63
Arches NP,ARCH,National Park,Intermountain ,UT,1982,12,7464,0,111,354,3
Arches NP,ARCH,National Park,Intermountain ,UT,1983,1,4672,0,74,279,25
Arches NP,ARCH,National Park,Intermountain ,UT,1983,2,6993,0,172,276,49
Arches NP,ARCH,National Park,Intermountain ,UT,1983,3,14734,0,668,533,110
Arches NP,ARCH,National Park,Intermountain ,UT,1983,4,20073,0,618,555,430
Arches NP,ARCH,National Park,Intermountain ,UT,1983,5,34040,0,2567,2000,547
Arches NP,ARCH,National Park,Intermountain ,UT,1983,6,38975,0,3125,2288,135
Arches NP,ARCH,National Park,Intermountain ,UT,1983,7,50659,0,3169,2291,77
Arches NP,ARCH,National Park,Intermountain ,UT,1983,8,50320,0,3243,1862,91
Arches NP,ARCH,National Park,Intermountain ,UT,1983,9,36578,0,2378,2184,111
Arches NP,ARCH,National Park,Intermountain ,UT,1983,10,20107,0,729,621,88
Arches NP,ARCH,National Park,Intermountain ,UT,1983,11,7384,0,833,80,31
Arches NP,ARCH,National Park,Intermountain ,UT,1983,12,3340,0,76,276,1
Arches NP,ARCH,National Park,Intermountain ,UT,1984,1,4021,0,63,142,6
Arches NP,ARCH,National Park,Intermountain ,UT,1984,2,4601,0,70,168,12
Arches NP,ARCH,National Park,Intermountain ,UT,1984,3,16732,0,489,415,205
Arches NP,ARCH,National Park,Intermountain ,UT,1984,4,30806,0,501,396,256
Arches NP,ARCH,National Park,Intermountain ,UT,1984,5,44454,0,2424,1466,434
Arches NP,ARCH,National Park,Intermountain ,UT,1984,6,58744,0,3166,2230,114
Arches NP,ARCH,National Park,Intermountain ,UT,1984,7,55728,0,3068,1537,77
Arches NP,ARCH,National Park,Intermountain ,UT,1984,8,57412,0,3275,1715,95
Arches NP,ARCH,National Park,Intermountain ,UT,1984,9,42668,0,2185,2532,106
